testL,testX,testY,testZ,trainL,trainX,trainY,trainZ
0,-0.624704356,-4.688029297,2.102693217,0,-4.170290684,4.870222019,7.677576867
0,-8.281681544,7.029983978,2.323949035,0,4.296635386,-3.750514992,0.389868009
0,-0.654612039,7.969329366,3.905546654,1,-1.249713893,-3.280842298,0.524910353
0,-1.757534142,-3.281757839,1.452658885,0,5.553368429,-7.082169833,2.915999084
0,0.295719844,-0.031586175,0.781261921,1,3.997558557,5.7628748,0.584420539
0,5.937895781,-7.664454108,0.036621653,1,-0.937819486,-2.108949416,0.537117571
0,-2.344090944,7.382467384,3.124284733,0,2.773785,-9.209887846,2.526894026
1,-0.312809949,3.515220874,1.390096895,0,0.13946746,-0.043488212,0.19531548
0,-2.265964752,7.621423667,6.250095369,1,-8.07660029,-4.215609979,0.975051499
1,2.667582208,0.688029297,1.654077974,0,-3.913939117,8.438086519,4.686808576
0,5.058365759,10.31311513,4.637979706,1,1.537193866,5.804074159,1.946288243
0,-2.197604334,4.233920806,3.125047684,1,-5.059586481,-5.625543603,5.56801709
0,5.90249485,3.749599451,3.125047684,0,-3.437857633,5.566033417,0.872053101
0,3.35912108,-1.875486381,0.785076677,1,-6.27908751,2.335088121,0.757610437
1,0.674143587,-2.819409476,2.612344549,1,0.784008545,0.733806363,4.403753719
1,-9.434042878,1.645685512,4.309147784,0,0.624704356,7.00343328,6.250095369
0,10.00045777,2.830395972,6.250095369,0,-0.595407034,5.625543603,4.687571527
0,-0.331731136,0.469214923,0.012207218,0,7.049973297,-7.412680247,2.806897078
1,0.719920653,1.556878004,4.054322118,0,3.436026551,-0.000457771,0.78049897
0,2.031586175,-0.186312657,1.562523842,0,-0.312809949,7.471274891,3.552300298
0,-0.34149691,11.25062943,4.686808576,0,-5.156023499,2.813000687,1.820401312
1,-0.818799115,-2.050354772,3.095292592,0,6.249790188,5.624628061,3.044937819
1,-5.35194934,-3.281757839,0.658426795,0,-5.000381476,-1.172350652,1.019302663
1,-0.37628748,-3.688258183,0.000762951,0,-2.500343328,7.499656672,3.125047684
1,-7.61699855,1.729915312,0.768291752,0,6.720988785,-3.633325704,1.071183337
1,4.352178225,-0.85008011,1.227588312,1,0.248111696,-1.503776608,2.34149691
0,5.000381476,0.000457771,9.375143053,1,-6.640421149,-3.500572213,3.176928359
1,6.39688716,7.188372625,8.210116732,1,-0.476997024,3.970244907,7.03135729
0,5.312275883,-5.479056992,1.573205158,0,4.06286717,0.000457771,6.38361181
0,-6.085603113,-2.50904097,0.957503624,0,-2.60593576,6.914625772,3.905546654
0,0.937819486,0.469214923,5.468070497,0,-1.250324254,-3.750514992,2.343785763
1,-2.344090944,8.36942092,0.028992142,1,-1.869840543,-9.62371252,5.278095674
1,11.97070268,3.647974365,1.13603418,0,-2.500343328,8.437170977,2.734416724
0,0.995803769,2.769054704,3.906309606,1,-3.981689174,2.082398718,6.274509804
0,0.581368734,-0.000457771,0.585946441,0,-2.500343328,7.499656672,3.021286336
0,-0.444037537,0.469214923,6.250095369,0,-2.030975814,3.750514992,3.125047684
0,-4.765392538,7.500572213,0.389868009,0,1.562218662,-0.000457771,7.812619211
0,1.093461509,1.405813687,0.072480354,0,8.12542916,4.855573358,6.250095369
0,-2.301976043,2.80109865,2.529182879,1,-4.767833982,1.290455482,6.640726329
1,-0.657663844,-0.287022202,1.733424887,0,2.812237736,0.468299382,9.375143053
1,-2.980086976,4.438086519,4.685282673,1,-3.992065309,-0.793316548,5.561913481
1,8.563668269,-2.350652323,2.608529793,1,-0.273746853,-9.863584344,1.738002594
0,-1.719081407,5.800411994,3.124284733,0,10.00045777,3.983978027,3.026626993
0,1.249713893,5.566948959,2.928969253,1,0.624704356,-0.000457771,2.513923857
1,-1.103227283,0.765850309,3.906309606,1,3.404898146,-0.243076219,4.296177615
0,4.375371939,4.688029297,6.250095369,0,-0.790722515,1.597161822,0.976577401
1,2.187228199,-1.113756008,3.497367819,1,-6.484168765,-3.105973907,3.662165255
0,5.000381476,0.000457771,8.934920272,0,6.430457008,-1.875486381,6.250095369
0,-2.871442741,2.604257267,3.125047684,0,3.515373465,-3.750514992,0.781261921
0,0.937209125,3.545433738,0.766002899,0,-1.332722972,3.866788739,1.174944686
1,-6.892500191,-4.643167773,3.514915694,1,2.499732967,3.280842298,1.362630655
1,0.312199588,5.369192035,3.027389944,0,-0.019226368,-0.000457771,6.250095369
1,0.312199588,1.87457084,1.308461128,0,2.851911192,0.762188144,0.812542916
0,5.624780652,9.590753033,4.687571527,0,1.757534142,-1.055161364,0.853742275
1,0.871900511,-0.428015564,0.268558785,0,-1.132524605,2.527351797,1.187914855
1,-0.934157321,1.751888304,3.522545205,1,-1.112993057,0.000457771,2.880140383
0,-1.249713893,5.625543603,5.468833448,0,-5.458762493,7.73495079,0.140383001
1,-5.586327916,1.956969558,1.422140841,0,1.347981994,-2.900892653,3.125047684
